date_from,date_to,term,missing_data,trend_index,trend_index_12w_ma,trend_index_52w_ma,trend_index_12w_ma_prior_year,trend_index_12w_ma_yoy_pct
2023-07-23,2023-07-29,AI Porn,False,22.0,17.916666666666668,8.788461538461538,2.0,795.8333333333334
2023-07-23,2023-07-29,Best Colleges,False,38.0,47.91666666666666,38.44230769230769,47.333333333333336,1.232394366197176
2023-07-23,2023-07-29,Trade School,False,9.0,9.583333333333334,9.788461538461538,8.333333333333334,14.999999999999991
2023-07-30,2023-08-05,AI Porn,False,21.0,18.25,9.153846153846152,2.0,812.5
2023-07-30,2023-08-05,Best Colleges,False,38.0,46.833333333333336,38.23076923076923,48.25,-2.93609671848013
2023-07-30,2023-08-05,Trade School,False,9.0,9.416666666666666,9.788461538461538,8.25,14.141414141414144
2023-08-06,2023-08-12,AI Porn,False,21.0,18.58333333333333,9.51923076923077,2.0,829.1666666666666
2023-08-06,2023-08-12,Best Colleges,False,37.0,45.66666666666666,38.09615384615385,48.5,-5.841924398625431
2023-08-06,2023-08-12,Trade School,False,11.0,9.5,9.846153846153848,8.083333333333334,17.52577319587627
2023-08-13,2023-08-19,AI Porn,False,22.0,19.08333333333333,9.903846153846152,2.0,854.1666666666666
2023-08-13,2023-08-19,Best Colleges,False,33.0,43.75,37.86538461538461,48.75,-10.256410256410254
2023-08-13,2023-08-19,Trade School,False,11.0,9.583333333333334,9.846153846153848,8.25,16.161616161616177
2023-08-20,2023-08-26,AI Porn,False,19.0,19.25,10.23076923076923,2.0,862.5
2023-08-20,2023-08-26,Best Colleges,False,35.0,42.333333333333336,37.63461538461539,49.16666666666666,-13.898305084745754
2023-08-20,2023-08-26,Trade School,False,11.0,9.666666666666666,9.826923076923077,8.583333333333334,12.621359223300963
2023-08-27,2023-09-02,AI Porn,False,18.0,19.416666666666668,10.538461538461538,2.0,870.8333333333334
2023-08-27,2023-09-02,Best Colleges,False,32.0,40.66666666666666,37.44230769230769,48.833333333333336,-16.723549488054612
2023-08-27,2023-09-02,Trade School,False,12.0,9.833333333333334,9.807692307692308,8.916666666666666,10.280373831775712
2023-09-03,2023-09-09,AI Porn,False,16.0,19.33333333333333,10.807692307692308,2.0,866.6666666666666
2023-09-03,2023-09-09,Best Colleges,False,37.0,39.0,37.32692307692308,48.5,-19.58762886597938
2023-09-03,2023-09-09,Trade School,False,11.0,10.0,9.826923076923077,9.083333333333334,10.091743119266038
2023-09-10,2023-09-16,AI Porn,False,17.0,19.33333333333333,11.076923076923077,2.083333333333333,827.9999999999999
2023-09-10,2023-09-16,Best Colleges,False,33.0,37.41666666666666,36.94230769230769,48.0,-22.048611111111114
2023-09-10,2023-09-16,Trade School,False,12.0,10.25,9.846153846153848,9.333333333333334,9.82142857142856
2023-09-17,2023-09-23,AI Porn,False,18.0,19.33333333333333,11.384615384615383,2.083333333333333,827.9999999999999
2023-09-17,2023-09-23,Best Colleges,False,34.0,36.41666666666666,36.76923076923077,47.583333333333336,-23.4676007005254
2023-09-17,2023-09-23,Trade School,False,12.0,10.416666666666666,9.884615384615383,9.583333333333334,8.695652173913038
2023-09-24,2023-09-30,AI Porn,False,19.0,19.416666666666668,11.711538461538462,2.083333333333333,832.0
2023-09-24,2023-09-30,Best Colleges,False,31.0,35.5,36.65384615384615,46.583333333333336,-23.792486583184257
2023-09-24,2023-09-30,Trade School,False,11.0,10.666666666666666,9.903846153846152,9.833333333333334,8.474576271186418
2023-10-01,2023-10-07,AI Porn,False,20.0,19.58333333333333,12.057692307692308,2.083333333333333,839.9999999999999
2023-10-01,2023-10-07,Best Colleges,False,28.0,34.75,36.51923076923077,45.41666666666666,-23.486238532110093
2023-10-01,2023-10-07,Trade School,False,11.0,10.75,9.923076923076923,10.0,7.499999999999996
2023-10-08,2023-10-14,AI Porn,False,20.0,19.416666666666668,12.403846153846152,2.083333333333333,832.0
2023-10-08,2023-10-14,Best Colleges,False,27.0,33.583333333333336,36.28846153846154,44.16666666666666,-23.96226415094339
2023-10-08,2023-10-14,Trade School,False,11.0,10.916666666666666,9.942307692307692,10.166666666666666,7.377049180327866
2023-10-15,2023-10-21,AI Porn,False,22.0,19.416666666666668,12.76923076923077,2.1666666666666665,796.1538461538463
2023-10-15,2023-10-21,Best Colleges,False,26.0,32.583333333333336,36.15384615384615,42.5,-23.33333333333333
2023-10-15,2023-10-21,Trade School,False,12.0,11.166666666666666,9.98076923076923,10.333333333333334,8.064516129032251
2023-10-22,2023-10-28,AI Porn,False,21.0,19.416666666666668,13.115384615384617,2.25,762.9629629629629
2023-10-22,2023-10-28,Best Colleges,False,26.0,31.58333333333333,36.05769230769231,41.0,-22.967479674796756
2023-10-22,2023-10-28,Trade School,False,10.0,11.25,9.961538461538462,10.5,7.14285714285714
2023-10-29,2023-11-04,AI Porn,False,22.0,19.5,13.48076923076923,2.333333333333333,735.7142857142856
2023-10-29,2023-11-04,Best Colleges,False,26.0,30.666666666666668,35.92307692307692,40.083333333333336,-23.4927234927235
2023-10-29,2023-11-04,Trade School,False,11.0,11.25,9.98076923076923,10.666666666666666,5.46875
2023-11-05,2023-11-11,AI Porn,False,24.0,19.666666666666668,13.903846153846152,2.333333333333333,742.8571428571429
2023-11-05,2023-11-11,Best Colleges,False,24.0,29.916666666666668,35.80769230769231,38.833333333333336,-22.961373390557934
2023-11-05,2023-11-11,Trade School,False,11.0,11.25,10.01923076923077,10.5,7.14285714285714
2023-11-12,2023-11-18,AI Porn,False,24.0,20.08333333333333,14.326923076923077,2.333333333333333,760.7142857142856
2023-11-12,2023-11-18,Best Colleges,False,25.0,29.08333333333333,35.73076923076923,37.333333333333336,-22.09821428571429
2023-11-12,2023-11-18,Trade School,False,12.0,11.333333333333334,10.076923076923077,10.25,10.569105691056912
2023-11-19,2023-11-25,AI Porn,False,23.0,20.5,14.711538461538462,2.4166666666666665,748.2758620689655
2023-11-19,2023-11-25,Best Colleges,False,23.0,28.33333333333333,35.69230769230769,35.916666666666664,-21.113689095127608
2023-11-19,2023-11-25,Trade School,False,8.0,11.0,10.096153846153848,9.75,12.82051282051282
2023-11-26,2023-12-02,AI Porn,False,22.0,21.0,15.076923076923077,2.5,740.0
2023-11-26,2023-12-02,Best Colleges,False,26.0,27.416666666666668,35.65384615384615,34.666666666666664,-20.91346153846153
2023-11-26,2023-12-02,Trade School,False,11.0,11.0,10.115384615384617,9.75,12.82051282051282
2023-12-03,2023-12-09,AI Porn,False,25.0,21.666666666666668,15.461538461538462,2.6666666666666665,712.5000000000002
2023-12-03,2023-12-09,Best Colleges,False,27.0,26.916666666666668,35.69230769230769,32.333333333333336,-16.752577319587637
2023-12-03,2023-12-09,Trade School,False,11.0,10.916666666666666,10.153846153846152,9.583333333333334,13.913043478260857
2023-12-10,2023-12-16,AI Porn,False,23.0,22.08333333333333,15.807692307692308,2.9166666666666665,657.1428571428571
2023-12-10,2023-12-16,Best Colleges,False,26.0,26.25,35.67307692307692,31.0,-15.322580645161288
2023-12-10,2023-12-16,Trade School,False,11.0,10.833333333333334,10.192307692307692,9.5,14.035087719298245
2023-12-17,2023-12-23,AI Porn,False,25.0,22.58333333333333,16.192307692307693,3.1666666666666665,613.1578947368421
2023-12-17,2023-12-23,Best Colleges,False,25.0,25.75,35.61538461538461,30.25,-14.876033057851236
2023-12-17,2023-12-23,Trade School,False,9.0,10.666666666666666,10.23076923076923,9.25,15.315315315315312
2023-12-24,2023-12-30,AI Porn,False,29.0,23.33333333333333,16.673076923076923,3.333333333333333,599.9999999999999
2023-12-24,2023-12-30,Best Colleges,False,27.0,25.666666666666668,35.55769230769231,29.83333333333333,-13.966480446927363
2023-12-24,2023-12-30,Trade School,False,8.0,10.416666666666666,10.26923076923077,8.916666666666666,16.82242990654206
2023-12-31,2024-01-06,AI Porn,False,30.0,24.166666666666668,17.173076923076923,3.5,590.4761904761905
2023-12-31,2024-01-06,Best Colleges,False,28.0,25.75,35.5,29.166666666666668,-11.714285714285722
2023-12-31,2024-01-06,Trade School,False,11.0,10.416666666666666,10.307692307692308,8.833333333333334,17.924528301886777
2024-01-07,2024-01-13,AI Porn,False,28.0,24.666666666666668,17.615384615384617,3.6666666666666665,572.7272727272727
2024-01-07,2024-01-13,Best Colleges,False,30.0,26.08333333333333,35.5,28.916666666666668,-9.798270893371765
2024-01-07,2024-01-13,Trade School,False,12.0,10.416666666666666,10.346153846153848,8.833333333333334,17.924528301886777
2024-01-14,2024-01-20,AI Porn,False,27.0,25.166666666666668,18.03846153846154,3.8333333333333335,556.5217391304348
2024-01-14,2024-01-20,Best Colleges,False,28.0,26.25,35.46153846153846,28.83333333333333,-8.959537572254328
2024-01-14,2024-01-20,Trade School,False,13.0,10.666666666666666,10.403846153846152,8.75,21.90476190476189
2024-01-21,2024-01-27,AI Porn,False,41.0,26.75,18.73076923076923,4.0,568.75
2024-01-21,2024-01-27,Best Colleges,False,31.0,26.666666666666668,35.48076923076923,28.58333333333333,-6.705539358600577
2024-01-21,2024-01-27,Trade School,False,14.0,10.916666666666666,10.48076923076923,8.75,24.761904761904763
2024-01-28,2024-02-03,AI Porn,False,43.0,28.33333333333333,19.307692307692307,4.916666666666667,476.2711864406779
2024-01-28,2024-02-03,Best Colleges,False,29.0,27.08333333333333,35.44230769230769,28.666666666666668,-5.523255813953498
2024-01-28,2024-02-03,Trade School,False,13.0,11.083333333333334,10.538461538461538,8.833333333333334,25.47169811320755
2024-02-04,2024-02-10,AI Porn,False,32.0,29.0,19.73076923076923,5.583333333333333,419.4029850746268
2024-02-04,2024-02-10,Best Colleges,False,28.0,27.33333333333333,35.38461538461539,28.83333333333333,-5.202312138728327
2024-02-04,2024-02-10,Trade School,False,13.0,11.166666666666666,10.576923076923077,9.0,24.07407407407407
2024-02-11,2024-02-17,AI Porn,False,33.0,29.83333333333333,20.192307692307693,6.083333333333333,390.4109589041096
2024-02-11,2024-02-17,Best Colleges,False,28.0,27.75,35.32692307692308,29.33333333333333,-5.397727272727271
2024-02-11,2024-02-17,Trade School,False,12.0,11.5,10.634615384615383,9.166666666666666,25.454545454545464
2024-02-18,2024-02-24,AI Porn,False,36.0,31.0,20.71153846153846,6.583333333333333,370.8860759493671
2024-02-18,2024-02-24,Best Colleges,False,28.0,27.916666666666668,35.23076923076923,29.75,-6.162464985994398
2024-02-18,2024-02-24,Trade School,False,12.0,11.583333333333334,10.673076923076923,9.166666666666666,26.363636363636388
2024-02-25,2024-03-02,AI Porn,False,32.0,31.58333333333333,21.153846153846157,6.916666666666667,356.6265060240964
2024-02-25,2024-03-02,Best Colleges,False,29.0,28.08333333333333,35.15384615384615,30.416666666666668,-7.671232876712342
2024-02-25,2024-03-02,Trade School,False,13.0,11.75,10.711538461538462,9.333333333333334,25.89285714285714
2024-03-03,2024-03-09,AI Porn,False,30.0,32.166666666666664,21.557692307692307,7.25,343.6781609195402
2024-03-03,2024-03-09,Best Colleges,False,28.0,28.25,35.01923076923077,31.08333333333333,-9.115281501340478
2024-03-03,2024-03-09,Trade School,False,13.0,11.916666666666666,10.76923076923077,9.416666666666666,26.54867256637168
2024-03-10,2024-03-16,AI Porn,False,28.0,32.416666666666664,21.903846153846157,7.666666666666667,322.8260869565217
2024-03-10,2024-03-16,Best Colleges,False,30.0,28.666666666666668,34.94230769230769,31.58333333333333,-9.234828496042214
2024-03-10,2024-03-16,Trade School,False,11.0,12.083333333333334,10.807692307692308,9.583333333333334,26.086956521739136
2024-03-17,2024-03-23,AI Porn,False,30.0,32.5,22.25,8.333333333333334,290.0
2024-03-17,2024-03-23,Best Colleges,False,33.0,29.166666666666668,34.86538461538461,32.166666666666664,-9.32642487046631
2024-03-17,2024-03-23,Trade School,False,12.0,12.416666666666666,10.807692307692308,10.083333333333334,23.140495867768585
2024-03-24,2024-03-30,AI Porn,False,30.0,32.5,22.596153846153847,9.0,261.11111111111114
2024-03-24,2024-03-30,Best Colleges,False,35.0,29.75,34.80769230769231,32.75,-9.160305343511457
2024-03-24,2024-03-30,Trade School,False,12.0,12.5,10.846153846153848,10.166666666666666,22.95081967213115
2024-03-31,2024-04-06,AI Porn,False,28.0,32.5,22.903846153846157,9.583333333333334,239.1304347826087
2024-03-31,2024-04-06,Best Colleges,False,37.0,30.33333333333333,34.73076923076923,33.666666666666664,-9.9009900990099
2024-03-31,2024-04-06,Trade School,False,12.0,12.5,10.903846153846152,10.083333333333334,23.96694214876032
2024-04-07,2024-04-13,AI Porn,False,31.0,32.833333333333336,23.25,10.25,220.32520325203257
2024-04-07,2024-04-13,Best Colleges,False,32.0,30.666666666666668,34.57692307692308,34.5,-11.111111111111104
2024-04-07,2024-04-13,Trade School,False,13.0,12.5,10.961538461538462,10.083333333333334,23.96694214876032
2024-04-14,2024-04-20,AI Porn,False,30.0,31.916666666666668,23.53846153846154,11.083333333333334,187.9699248120301
2024-04-14,2024-04-20,Best Colleges,False,31.0,30.666666666666668,34.46153846153846,35.083333333333336,-12.589073634204272
2024-04-14,2024-04-20,Trade School,False,12.0,12.333333333333334,11.0,10.083333333333334,22.314049586776854
2024-04-21,2024-04-27,AI Porn,False,31.0,30.916666666666668,23.865384615384617,11.166666666666666,176.86567164179107
2024-04-21,2024-04-27,Best Colleges,False,36.0,31.25,34.34615384615385,36.0,-13.194444444444445
2024-04-21,2024-04-27,Trade School,False,13.0,12.333333333333334,11.038461538461538,10.166666666666666,21.31147540983609
2024-04-28,2024-05-04,AI Porn,False,31.0,30.83333333333333,24.173076923076923,11.583333333333334,166.18705035971223
2024-04-28,2024-05-04,Best Colleges,False,36.0,31.916666666666668,34.19230769230769,37.083333333333336,-13.932584269662929
2024-04-28,2024-05-04,Trade School,False,14.0,12.416666666666666,11.076923076923077,10.25,21.138211382113823
2024-05-05,2024-05-11,AI Porn,False,30.0,30.58333333333333,24.423076923076923,12.25,149.65986394557822
2024-05-05,2024-05-11,Best Colleges,False,42.0,33.083333333333336,34.01923076923077,38.75,-14.623655913978483
2024-05-05,2024-05-11,Trade School,False,14.0,12.583333333333334,11.134615384615383,10.416666666666666,20.80000000000002
2024-05-12,2024-05-18,AI Porn,False,31.0,30.166666666666668,24.692307692307693,12.916666666666666,133.54838709677423
2024-05-12,2024-05-18,Best Colleges,False,45.0,34.5,33.90384615384615,40.25,-14.28571428571429
2024-05-12,2024-05-18,Trade School,False,14.0,12.75,11.211538461538462,10.416666666666666,22.4
2024-05-19,2024-05-25,AI Porn,False,30.0,30.0,24.96153846153846,13.5,122.22222222222224
2024-05-19,2024-05-25,Best Colleges,False,41.0,35.5,33.61538461538461,42.16666666666666,-15.810276679841897
2024-05-19,2024-05-25,Trade School,False,12.0,12.666666666666666,11.25,10.333333333333334,22.580645161290303
2024-05-26,2024-06-01,AI Porn,False,33.0,30.25,25.26923076923077,14.166666666666666,113.52941176470588
2024-05-26,2024-06-01,Best Colleges,False,41.0,36.583333333333336,33.40384615384615,43.583333333333336,-16.061185468451246
2024-05-26,2024-06-01,Trade School,False,12.0,12.583333333333334,11.288461538461538,10.333333333333334,21.7741935483871
2024-06-02,2024-06-08,AI Porn,False,32.0,30.58333333333333,25.57692307692308,14.666666666666666,108.5227272727273
2024-06-02,2024-06-08,Best Colleges,False,36.0,37.083333333333336,33.09615384615385,45.083333333333336,-17.744916820702407
2024-06-02,2024-06-08,Trade School,False,12.0,12.666666666666666,11.326923076923077,10.416666666666666,21.6
2024-06-09,2024-06-15,AI Porn,False,35.0,31.0,25.923076923076923,15.083333333333334,105.52486187845304
2024-06-09,2024-06-15,Best Colleges,False,37.0,37.41666666666666,32.71153846153846,46.75,-19.96434937611409
2024-06-09,2024-06-15,Trade School,False,13.0,12.75,11.403846153846152,10.166666666666666,25.40983606557379
2024-06-16,2024-06-22,AI Porn,False,34.0,31.33333333333333,26.25,15.5,102.1505376344086
2024-06-16,2024-06-22,Best Colleges,False,34.0,37.333333333333336,32.36538461538461,47.91666666666666,-22.08695652173912
2024-06-16,2024-06-22,Trade School,False,12.0,12.75,11.461538461538462,10.083333333333334,26.446280991735534
2024-06-23,2024-06-29,AI Porn,False,33.0,31.75,26.53846153846154,16.0,98.4375
2024-06-23,2024-06-29,Best Colleges,False,34.0,37.083333333333336,32.13461538461539,48.333333333333336,-23.275862068965512
2024-06-23,2024-06-29,Trade School,False,12.0,12.75,11.5,10.166666666666666,25.40983606557379
2024-06-30,2024-07-06,AI Porn,False,33.0,31.916666666666668,26.82692307692308,16.416666666666668,94.41624365482232
2024-06-30,2024-07-06,Best Colleges,False,32.0,37.083333333333336,31.942307692307693,48.5,-23.53951890034364
2024-06-30,2024-07-06,Trade School,False,10.0,12.5,11.538461538461538,10.0,25.0
2024-07-07,2024-07-13,AI Porn,False,33.0,32.166666666666664,27.115384615384617,16.666666666666668,92.99999999999996
2024-07-07,2024-07-13,Best Colleges,False,31.0,37.083333333333336,31.82692307692308,48.5,-23.53951890034364
2024-07-07,2024-07-13,Trade School,False,13.0,12.583333333333334,11.596153846153848,10.0,25.83333333333333
2024-07-14,2024-07-20,AI Porn,False,33.0,32.333333333333336,27.32692307692308,17.333333333333332,86.53846153846156
2024-07-14,2024-07-20,Best Colleges,False,29.0,36.5,31.596153846153847,48.41666666666666,-24.612736660929425
2024-07-14,2024-07-20,Trade School,False,12.0,12.5,11.653846153846152,9.833333333333334,27.118644067796605
2024-07-21,2024-07-27,AI Porn,False,35.0,32.666666666666664,27.57692307692308,17.916666666666668,82.3255813953488
2024-07-21,2024-07-27,Best Colleges,False,29.0,35.916666666666664,31.423076923076923,47.91666666666666,-25.043478260869566
2024-07-21,2024-07-27,Trade School,False,12.0,12.333333333333334,11.711538461538462,9.583333333333334,28.695652173913032
2024-07-28,2024-08-03,AI Porn,False,33.0,32.916666666666664,27.807692307692307,18.25,80.36529680365297
2024-07-28,2024-08-03,Best Colleges,False,29.0,34.833333333333336,31.25,46.833333333333336,-25.62277580071174
2024-07-28,2024-08-03,Trade School,False,12.0,12.166666666666666,11.76923076923077,9.416666666666666,29.20353982300885
2024-08-04,2024-08-10,AI Porn,False,34.0,33.166666666666664,28.057692307692307,18.58333333333333,78.47533632286996
2024-08-04,2024-08-10,Best Colleges,False,30.0,33.583333333333336,31.115384615384617,45.66666666666666,-26.459854014598527
2024-08-04,2024-08-10,Trade School,False,12.0,12.0,11.788461538461538,9.5,26.315789473684205
2024-08-11,2024-08-17,AI Porn,False,37.0,33.75,28.346153846153847,19.08333333333333,76.85589519650655
2024-08-11,2024-08-17,Best Colleges,False,30.0,32.666666666666664,31.057692307692307,43.75,-25.333333333333343
2024-08-11,2024-08-17,Trade School,False,14.0,12.166666666666666,11.846153846153848,9.583333333333334,26.95652173913041
2024-08-18,2024-08-24,AI Porn,False,35.0,33.916666666666664,28.653846153846157,19.25,76.19047619047619
2024-08-18,2024-08-24,Best Colleges,False,29.0,31.666666666666668,30.942307692307693,42.333333333333336,-25.196850393700785
2024-08-18,2024-08-24,Trade School,False,14.0,12.333333333333334,11.903846153846152,9.666666666666666,27.586206896551737
2024-08-25,2024-08-31,AI Porn,False,36.0,34.25,29.0,19.416666666666668,76.39484978540771
2024-08-25,2024-08-31,Best Colleges,False,31.0,31.25,30.923076923076923,40.66666666666666,-23.15573770491803
2024-08-25,2024-08-31,Trade School,False,14.0,12.5,11.942307692307692,9.833333333333334,27.118644067796605
2024-09-01,2024-09-07,AI Porn,False,36.0,34.333333333333336,29.384615384615383,19.33333333333333,77.58620689655176
2024-09-01,2024-09-07,Best Colleges,False,31.0,30.75,30.807692307692307,39.0,-21.15384615384616
2024-09-01,2024-09-07,Trade School,False,14.0,12.583333333333334,12.0,10.0,25.83333333333333
2024-09-08,2024-09-14,AI Porn,False,35.0,34.416666666666664,29.73076923076923,19.33333333333333,78.01724137931035
2024-09-08,2024-09-14,Best Colleges,False,28.0,30.25,30.71153846153846,37.41666666666666,-19.15367483296213
2024-09-08,2024-09-14,Trade School,False,15.0,12.833333333333334,12.057692307692308,10.25,25.20325203252034
2024-09-15,2024-09-21,AI Porn,False,36.0,34.666666666666664,30.07692307692308,19.33333333333333,79.3103448275862
2024-09-15,2024-09-21,Best Colleges,False,27.0,29.666666666666668,30.57692307692308,36.41666666666666,-18.535469107551485
2024-09-15,2024-09-21,Trade School,False,14.0,13.0,12.096153846153848,10.416666666666666,24.8
2024-09-22,2024-09-28,AI Porn,False,34.0,34.75,30.365384615384617,19.416666666666668,78.96995708154506
2024-09-22,2024-09-28,Best Colleges,False,29.0,29.416666666666668,30.53846153846154,35.5,-17.136150234741777
2024-09-22,2024-09-28,Trade School,False,13.0,13.25,12.134615384615383,10.666666666666666,24.21875
2024-09-29,2024-10-05,AI Porn,False,34.0,34.833333333333336,30.634615384615383,19.58333333333333,77.87234042553193
2024-09-29,2024-10-05,Best Colleges,False,25.0,28.916666666666668,30.48076923076923,34.75,-16.78657074340527
2024-09-29,2024-10-05,Trade School,False,13.0,13.25,12.173076923076923,10.75,23.25581395348837
2024-10-06,2024-10-12,AI Porn,False,37.0,35.166666666666664,30.96153846153846,19.416666666666668,81.11587982832616
2024-10-06,2024-10-12,Best Colleges,False,22.0,28.33333333333333,30.384615384615383,33.583333333333336,-15.632754342431776
2024-10-06,2024-10-12,Trade School,False,12.0,13.25,12.192307692307692,10.916666666666666,21.37404580152673
2024-10-13,2024-10-19,AI Porn,False,39.0,35.5,31.28846153846154,19.416666666666668,82.83261802575106
2024-10-13,2024-10-19,Best Colleges,False,24.0,27.916666666666668,30.346153846153847,32.583333333333336,-14.32225063938619
2024-10-13,2024-10-19,Trade School,False,13.0,13.333333333333334,12.211538461538462,11.166666666666666,19.40298507462688
2024-10-20,2024-10-26,AI Porn,False,38.0,35.916666666666664,31.615384615384617,19.416666666666668,84.97854077253217
2024-10-20,2024-10-26,Best Colleges,False,25.0,27.58333333333333,30.32692307692308,31.58333333333333,-12.66490765171504
2024-10-20,2024-10-26,Trade School,False,14.0,13.5,12.288461538461538,11.25,20.0
2024-10-27,2024-11-02,AI Porn,False,40.0,36.41666666666666,31.96153846153846,19.5,86.75213675213674
2024-10-27,2024-11-02,Best Colleges,False,22.0,26.916666666666668,30.25,30.666666666666668,-12.228260869565222
2024-10-27,2024-11-02,Trade School,False,12.0,13.5,12.307692307692308,11.25,20.0
2024-11-03,2024-11-09,AI Porn,False,41.0,36.75,32.28846153846154,19.666666666666668,86.86440677966101
2024-11-03,2024-11-09,Best Colleges,False,22.0,26.25,30.21153846153846,29.916666666666668,-12.256267409470755
2024-11-03,2024-11-09,Trade School,False,12.0,13.333333333333334,12.326923076923077,11.25,18.518518518518533
2024-11-10,2024-11-16,AI Porn,False,41.0,37.25,32.61538461538461,20.08333333333333,85.47717842323652
2024-11-10,2024-11-16,Best Colleges,False,25.0,25.916666666666668,30.21153846153846,29.08333333333333,-10.888252148997124
2024-11-10,2024-11-16,Trade School,False,14.0,13.333333333333334,12.365384615384617,11.333333333333334,17.647058823529417
2024-11-17,2024-11-23,AI Porn,False,42.0,37.75,32.98076923076923,20.5,84.14634146341464
2024-11-17,2024-11-23,Best Colleges,False,24.0,25.33333333333333,30.23076923076923,28.33333333333333,-10.588235294117643
2024-11-17,2024-11-23,Trade School,False,13.0,13.25,12.461538461538462,11.0,20.45454545454546
2024-11-24,2024-11-30,AI Porn,False,45.0,38.5,33.42307692307692,21.0,83.33333333333333
2024-11-24,2024-11-30,Best Colleges,False,19.0,24.33333333333333,30.096153846153847,27.416666666666668,-11.246200607902743
2024-11-24,2024-11-30,Trade School,False,9.0,12.833333333333334,12.423076923076923,11.0,16.666666666666675
2024-12-01,2024-12-07,AI Porn,False,43.0,39.16666666666666,33.76923076923077,21.666666666666668,80.76923076923075
2024-12-01,2024-12-07,Best Colleges,False,23.0,23.916666666666668,30.01923076923077,26.916666666666668,-11.145510835913308
2024-12-01,2024-12-07,Trade School,False,14.0,12.75,12.48076923076923,10.916666666666666,16.793893129771
2024-12-08,2024-12-14,AI Porn,False,46.0,40.0,34.21153846153846,22.08333333333333,81.13207547169812
2024-12-08,2024-12-14,Best Colleges,False,23.0,23.58333333333333,29.96153846153846,26.25,-10.158730158730169
2024-12-08,2024-12-14,Trade School,False,13.0,12.666666666666666,12.51923076923077,10.833333333333334,16.923076923076906
2024-12-15,2024-12-21,AI Porn,False,47.0,41.083333333333336,34.63461538461539,22.58333333333333,81.9188191881919
2024-12-15,2024-12-21,Best Colleges,False,23.0,23.08333333333333,29.923076923076923,25.75,-10.35598705501618
2024-12-15,2024-12-21,Trade School,False,11.0,12.5,12.557692307692308,10.666666666666666,17.1875
2024-12-22,2024-12-28,AI Porn,False,55.0,42.833333333333336,35.13461538461539,23.33333333333333,83.57142857142858
2024-12-22,2024-12-28,Best Colleges,False,20.0,22.666666666666668,29.78846153846154,25.666666666666668,-11.688311688311693
2024-12-22,2024-12-28,Trade School,False,8.0,12.083333333333334,12.557692307692308,10.416666666666666,16.000000000000014
2024-12-29,2025-01-04,AI Porn,False,55.0,44.333333333333336,35.61538461538461,24.166666666666668,83.44827586206898
2024-12-29,2025-01-04,Best Colleges,False,22.0,22.666666666666668,29.673076923076923,25.75,-11.97411003236245
2024-12-29,2025-01-04,Trade School,False,11.0,12.0,12.557692307692308,10.416666666666666,15.200000000000014
2025-01-05,2025-01-11,AI Porn,False,50.0,45.25,36.03846153846154,24.666666666666668,83.44594594594594
2025-01-05,2025-01-11,Best Colleges,False,26.0,22.83333333333333,29.596153846153847,26.08333333333333,-12.460063897763574
2025-01-05,2025-01-11,Trade School,False,14.0,12.083333333333334,12.596153846153848,10.416666666666666,16.000000000000014
2025-01-12,2025-01-18,AI Porn,False,48.0,46.083333333333336,36.44230769230769,25.166666666666668,83.11258278145695
2025-01-12,2025-01-18,Best Colleges,False,27.0,23.0,29.57692307692308,26.25,-12.38095238095238
2025-01-12,2025-01-18,Trade School,False,15.0,12.166666666666666,12.634615384615383,10.666666666666666,14.0625
2025-01-19,2025-01-25,AI Porn,False,46.0,46.583333333333336,36.53846153846154,26.75,74.14330218068537
2025-01-19,2025-01-25,Best Colleges,False,27.0,23.416666666666668,29.5,26.666666666666668,-12.187499999999996
2025-01-19,2025-01-25,Trade School,False,15.0,12.416666666666666,12.653846153846152,10.916666666666666,13.740458015267176
2025-01-26,2025-02-01,AI Porn,False,49.0,47.25,36.65384615384615,28.33333333333333,66.76470588235294
2025-01-26,2025-02-01,Best Colleges,False,25.0,23.666666666666668,29.423076923076923,27.08333333333333,-12.615384615384606
2025-01-26,2025-02-01,Trade School,False,14.0,12.583333333333334,12.673076923076923,11.083333333333334,13.533834586466176
2025-02-02,2025-02-08,AI Porn,False,49.0,47.91666666666666,36.98076923076923,29.0,65.22988505747125
2025-02-02,2025-02-08,Best Colleges,False,25.0,23.666666666666668,29.365384615384617,27.33333333333333,-13.414634146341452
2025-02-02,2025-02-08,Trade School,False,16.0,12.75,12.73076923076923,11.166666666666666,14.179104477611949
2025-02-09,2025-02-15,AI Porn,False,48.0,48.41666666666666,37.26923076923077,29.83333333333333,62.290502793296085
2025-02-09,2025-02-15,Best Colleges,False,26.0,23.83333333333333,29.32692307692308,27.75,-14.114114114114118
2025-02-09,2025-02-15,Trade School,False,13.0,12.75,12.75,11.5,10.869565217391308
2025-02-16,2025-02-22,AI Porn,False,47.0,48.583333333333336,37.48076923076923,31.0,56.720430107526894
2025-02-16,2025-02-22,Best Colleges,False,26.0,24.416666666666668,29.28846153846154,27.916666666666668,-12.537313432835816
2025-02-16,2025-02-22,Trade School,False,13.0,13.083333333333334,12.76923076923077,11.583333333333334,12.949640287769792
2025-02-23,2025-03-01,AI Porn,False,46.0,48.833333333333336,37.75,31.58333333333333,54.61741424802111
2025-02-23,2025-03-01,Best Colleges,False,26.0,24.666666666666668,29.23076923076923,28.08333333333333,-12.166172106824911
