program_reform_share_of_gap_funding_pct,program_reform_pv_reduction_trillions,new_tax_revenue_trillions,annual_equivalent_program_reform_trillions,required_total_federal_receipts_trillions,required_total_federal_receipts_pct_gdp,ordinary_income_all_brackets_rate_point_change,resulting_top_ordinary_income_rate_pct,payroll_all_earnings_rate_point_change,resulting_combined_standard_payroll_rate_pct,long_term_capital_gains_dividends_rate_point_change,resulting_top_long_term_gains_rate_before_niit_pct,resulting_top_long_term_gains_rate_with_niit_pct,corporate_income_rate_point_change,resulting_corporate_income_rate_pct,broad_vat_rate_pct,policy_status
0.0,0.0,2.5763717584375487,0.0,7.954131973813158,24.49293468406566,8.160356203708403,45.1603562037084,5.753106895047842,21.053106895047843,11.506213790095684,31.50621379009569,35.30621379009568,11.506213790095684,32.506213790095686,14.382767237619603,PV financing sensitivity; not a scored reform package
10.0,6.212479,2.401759744127615,0.1746120143099339,7.779519959503225,23.95525682359937,7.607293071592631,44.60729307159263,5.36319360703156,20.66319360703156,10.72638721406312,30.72638721406312,34.52638721406312,10.72638721406312,31.72638721406312,13.4079840175789,PV financing sensitivity; not a scored reform package
20.0,12.424958,2.227147729817681,0.3492240286198678,7.6049079451932915,23.41757896313309,7.054229939476859,44.05422993947686,4.973280319015279,20.27328031901528,9.946560638030558,29.94656063803056,33.74656063803056,9.946560638030558,30.94656063803056,12.433200797538198,PV financing sensitivity; not a scored reform package
